Name,Geburtsdatum,Geburtsort,Sterbedatum,Quelle,Sterbeort,Biografie,GND,Bild,,Biolex-Link
HEDEMANN Erich,22.2.1567,Diepholz,8.2.1636,,Schleswig,"HEDEMANN Erich, geb. 22.2.1567 Diepholz, gest. 8.2.1636 Schleswig; ev. – Braunschweig--lüneburgischer u. Gottorfer Staatsmann.",135808545,,,
"HEDEMANN, Johann Christoph Georg von",18.7.1729,Dorste,,,,"HEDEMANN, Johann Christoph Georg von, geb. 18.7.1729 Dorste, gest. 17.6.1782 Hemmelmark; ev. – Landrat, Gutsbesitzer.",123070562,,,
"HEDEMANN-HESPEN, Christian Friedrich von",2.7.1769,Hemmelmark,,,,"HEDEMANN-HESPEN, Christian Friedrich von, geb. 2.7.1769 Hemmelmark, gest. 17.1.1847 Deutsch-Nienhof; ev. – Gutsbesitzer.",1169019439,,,
"HEDEMANN-HEESPEN, Friedrich Wilhelm Heinrich Otto von",21.8.1827,Deutsch-Nienhof,14.1.1905,,ebd.,"HEDEMANN-HEESPEN, Friedrich Wilhelm Heinrich Otto von, geb. 21.8.1827 Deutsch-Nienhof, gest. 14.1.1905 ebd.; ev. – Gutsbesitzer.",,,,
"HEDEMANN-HEESPEN, Johann Friedrich (Fritz) von",21.12.1794,Schleswig,17.3.1873,3;1974,Deutsch-Nienhof,"HEDEMANN-HEESPEN, Johann Friedrich (Fritz) von, geb. 21.12.1794 Schleswig, gest. 17.3.1873 Deutsch-Nienhof; ev. – Gutsbesitzer.",,,,
"HEDEMANN-HEESPEN, Hartwig Christian Georg von",26.4.1882,Deutsch-Nienhof,4.1.1960,3;1974,Rendsburg,"HEDEMANN-HEESPEN, Hartwig Christian Georg von, geb. 26.4.1882 Deutsch-Nienhof, gest. 4.1.1960 Rendsburg; ev. – Verwaltungsbeamter, Gutsbesitzer, Naturschutz-Beauftragter, Vogelkundiger.",1169019420,,,
"HEDEMANN-HEESPEN, Paul Christian Georg Carl von",8.2.1869,Deutsch-Nienhof,22.2.1937,3;1974,ebd.,"HEDEMANN-HEESPEN, Paul Christian Georg Carl von, geb. 8.2.1869 Deutsch-Nienhof, gest. 22.2.1937 ebd.; ev. – Verwaltungsbeamter, Gutsbesitzer, Geschichtsschreiber, Schriftsteller.",119028492,,,
"HEDWIG ELEONORA, Königin von Schweden, geb. Prinzessin von Schleswig-Holstein-Gottorf",23.10.1636,Schloß Gottorf,24.11.1715,11;2000,Stockholm,"HEDWIG ELEONORA, Königin von Schweden, geb. Prinzessin von Schleswig-Holstein-Gottorf, geb. 23.10.1636 Schloß Gottorf, gest. 24.11.1715 Stockholm, begr. 17.1.1717 ebd. (Riddarholmskyrkan); ev.",115616276,,,
"HEESCH, Heinrich",25.6.1906,Kiel,26.7.1995,12;2006,Hannover,"HEESCH, Heinrich, geb. 25.6.1906 Kiel, gest. 26.7.1995 Hannover, begr. Kiel; ev., seit 1939 kath. – Mathematiker.",118815121,,,
"HEESPEN, Christian Friedrich von",24.4.1717,Lübeck,18.5.1776,3;1974,Schleswig,"HEESPEN, Christian Friedrich von, geb. 24.4.1717 Lübeck, gest. 18.5.1776 Schleswig (als dänischer Geheimer Konferenzrat); ev. – Jurist, Verwaltungsbeamter, Gutsbesitzer.",1050676602,,,
"HEGER (eigentlich Häger), Heinrich Anton",6.9.1832,Hadersleben (Haderslev),4.2.1888,12;2006,München,"HEGER (eigentlich Häger), Heinrich Anton, geb. 6.9.1832 Hadersleben (Haderslev), gest. 4.2.1888 München; ev. – Maler.",116571535,,,
"HEGEWISCH, Charlotte (Lotte) Friederike Dorothea",17.4.1822,Kiel,3.12.1903,5;1979,ebd.,"HEGEWISCH, Charlotte (Lotte) Friederike Dorothea, geb. 17.4.1822 Kiel, gest. 3.12.1903 ebd.; ev.",118547763,,,
"HEGEWISCH, Diederich (Dietrich) Hermann",15.12.1740,(nicht 1739 oder 1746,4.4.1812,5;1979,Kiel,"HEGEWISCH, Diederich (Dietrich) Hermann, geb. 15.12.1740 (nicht 1739 oder 1746) Quakenbrück/Bistum Osnabrück, gest. 4.4.1812 Kiel; ev. – Historiker.",11657173X,,,
"HEGEWISCH, Franz Hermann (Ps. Franz Baltisch)",13.11.1783,Kiel,27.5.1865,5;1979,ebd.,"HEGEWISCH, Franz Hermann (Ps. Franz Baltisch), geb. 13.11.1783 Kiel, gest. 27.5.1865 ebd.; ev. – Arzt, politischer Schriftsteller.",116051116,,,
HEIBERG-FAMILIE,,,1761,,,"HEIBERG-FAMILIE. Die Familie Heiberg wurde begründet durch Carl Friedrich Heiberg, den Sohn des seiner Zeit bekannten Schauspielers und Dramaturgen Friedrich Ludwig Schröder, und Asta geb. Gräfin von Baudissin, deren Mutter Henriette, Tochter des Kammerrates Johann Jacob Hermann Kuniger, großväterlicherseits ebenfalls von einem Schauspieler, nämlich Johann Kuniger (gest. 1761) abstammt. In der zweiten und dritten Generation verzweigte sich die Familie stark; Nachfahren leben noch.",,,,
"HEIBERG, Asta Sophia Charlotte, geb. Gräfin von Baudissin",7.5.1817,Greifswald,28.1.1904,,Schleswig,"HEIBERG, Asta Sophia Charlotte, geb. Gräfin von Baudissin, geb. 7.5.1817 Greifswald, gest. 28.1.1904 Schleswig; ev. – Schriftstellerin.",116572957,,,
"HEIBERG, Carl Friedrich",29.10.1796,Klensby,16.8.1872,,Schleswig,"HEIBERG, Carl Friedrich, geb. 29.10.1796 Klensby, gest. 16.8.1872 Schleswig; ev. – Rechtsanwalt u. Notar, Buch- u. Musikalienhändler, Politiker.",101343582,,,
"HEIBERG, Hermann Ernst Ottomar",17.11.1840,(nicht 1839) Schleswig,,,,"HEIBERG, Hermann Ernst Ottomar, geb. 17.11.1840 (nicht 1839) Schleswig, gest. 16.2.1910 ebd; ev. – Geschäftsmann, Journalist u. Schriftsteller.",11657299X,,,
"HEIBERG, Georg Albinus Nicolaus Julius",31.5.1846,Schleswig,25.10.1919,3;1974,ebd.,"HEIBERG, Georg Albinus Nicolaus Julius, geb. 31.5.1846 Schleswig, gest. 25.10.1919 ebd.; ev. – Staatsanwalt, Bürgermeister.",,,,
"HEIDENSTAM (PETERSEN), Peter von",,,,3;1974,,"HEIDENSTAM (PETERSEN), Peter von, get. 14.8.1708 Heide/Holstein, gest. 8.1.1783 Stockholm; ev. – Chirurg, Dr. med., Physikus.",112441200X,,,
"HEIMEN, Claus (Niclaß Heimen, Claus Heim)",,,,2;1971,,"HEIMEN, Claus (Niclaß Heimen, Claus Heim), geb. nach 1606 vermutlich Lunden, Norderdithmarschen, gest. etwa 1663; ev. – Bildhauer.",1029581886,,,
"HEIMREICH (Walther), Anton",5.3.1626,Trindermarsch/Alt-Nordstrand,,4;1976,,"HEIMREICH (Walther), Anton, geb. 5.3.1626 Trindermarsch/Alt-Nordstrand, gest. 16.9.1685 Nordstrandischmoor; ev. – Pastor, Geschichtsschreiber.",124906214,,,
"HEINEKEN, Carl Heinrich (seit 1749 von)",,,,10;1994,,"HEINEKEN, Carl Heinrich (seit 1749 von), get. 24.12.1707 Lübeck, gest. 23.1.1791 Altdöbern (Niederlausitz); ev. – Kunstgelehrter, Museumsdirektor.",118940430,,,
"HEINEKEN, Paul",,,,10;1994,,"HEINEKEN, Paul, geb. vermutlich 9.12.1674 Riga (nicht 1680 Rehna), gest. Juni 1740 Lübeck (nach Schröder, s. Qu.); ev. – Maler.",131648675,,,
HEINRICH,,,29.11.1182,10;1994,Lübeck,"HEINRICH, geb. Brüssel (?), gest. 29.11.1182 Lübeck. – Abt, Bischof von Lübeck.",1034901273,,,
"HEINZEL, Stephan",3.9.1841,Tschechen b. Vyśkov (Mähren),23.11.1899,9;1991,Kiel,"HEINZEL, Stephan, geb. 3.9.1841 Tschechen b. Vyśkov (Mähren), gest. 23.11.1899 Kiel; kath. get., später konfessionslos. – Schneider, Politiker.",142100056,,,
"HEINZELMANN, Johann Christian Friedrich",24.7.1762,Meldorf,12.5.1830,3;1974,ebd.,"HEINZELMANN, Johann Christian Friedrich, geb. 24.7.1762 Meldorf, gest. 12.5.1830 ebd.; ev. – Landvogt in Süderdithmarschen.",12155337X,,,
"HEISE, Carl Georg",28.6.1890,Hamburg,11.8.1979,13;2011,ebd.,"HEISE, Carl Georg, geb. 28.6.1890 Hamburg, gest. 11.8.1979 ebd.; ev. – Kunsthistoriker, Museumsdirektor.",118548662,,,
"HEISE, Georg Arnold",2.8.1778,Hamburg,6.2.1851,7;1985,Lübeck,"HEISE, Georg Arnold, geb. 2.8.1778 Hamburg, gest. 6.2.1851 Lübeck; ev. – Rechts Wissenschaftler, Präsident d. Oberappellationsgerichts zu Lübeck.",11667587X,,,
"HELDUADER(US), Nicolaus (dänisch: Niels Heldvad)",27.10.1564,Hellewatt,23.8.1634,5;1979,,"HELDUADER(US), Nicolaus (dänisch: Niels Heldvad), geb. 27.10.1564 Hellewatt, Amt Apenrade, gest. 23.8.1634; ev. – Pastor, Kalendermacher, Schriftsteller.",104126191,,,
"HELFERICH, Heinrich",4.5.1851,Tübingen,18.12.1945,11;2000,Eisenach,"HELFERICH, Heinrich, geb. 4.5.1851 Tübingen, gest. 18.12.1945 Eisenach; ev. – Orthopäde, Chirurg.",116683341,,,
"HELL, Rudolf",19.12.1901,Eggmühl (heute zu Markt Schierling b. Regensburg),11.3.2002,13;2011,Kiel,"HELL, Rudolf, geb. 19.12.1901 Eggmühl (heute zu Markt Schierling b. Regensburg), gest. 11.3.2002 Kiel; kath. – Ingenieur, Erfinder, Unternehmer.",118773836,,,
"HELLWAG, Christoph Friedrich",6.3.1754,Calw,16.10.1835,11;2000,Eutin,"HELLWAG, Christoph Friedrich, geb. 6.3.1754 Calw, gest. 16.10.1835 Eutin; ev. – Mediziner, Mathematiker.",116689951,,,
"HELLWAG, Konrad Wilhelm",18.9.1827,Eutin,4.1.1882,11;2000,Wien,"HELLWAG, Konrad Wilhelm, geb. 18.9.1827 Eutin, gest. 4.1.1882 Wien; ev. – Eisenbahnbauingenieur, Bauunternehmer.",135905451,,,
"HELMOLD, Pfarrer in Bosau",,,,1;1970,,"HELMOLD, Pfarrer in Bosau, geb. ca. 1120 bis 1125, gest. nach 1177, wahrscheinlich in Bosau am Plöner See.",100945546,,,
"HELMS, Emil",14.12.1884,Apenrade,12.9.1965,8;1987,Lübeck,"HELMS, Emil, geb. 14.12.1884 Apenrade, gest. 12.9.1965 Lübeck; ev. Jurist, Präsident d. Landesversicherungsanstalt d. Hansestädte, Oberstadtdirektor d. Hansestadt Lübeck.",1071735942,,,
"HENNINGS, August Adolph Friedrich von",19.7.1746,Pinneberg,16.5.1826,4;1976,Rantzau,"HENNINGS, August Adolph Friedrich von, geb. 19.7.1746 Pinneberg, gest. 16.5.1826 Rantzau; ev. – Hoher Verwaltungsbeamter, Diplomat in dänischen Diensten, politischer Publizist.",118549235,,,
"HENNINGS, Johann",,,,6;1982,,"HENNINGS, Johann, gest. um 1660/62 Heide (?); ev. – Bildschnitzer.",122501411,,,
"HENNINGS, Johann Christoph (Christopher Johann)",,,12.8.1764,7;1985,Kiel,"HENNINGS, Johann Christoph (Christopher Johann), geb. Fegetasche b. Plön, get. 19.6.1708 Plön, gest. 12.8.1764 Kiel; ev. – Bibliothekar, Physiker.",143981463,,,
"HENNINGS, Paul Christoph",27.11.1841,Heide/Holstein,14.10.1908,4;1976,Berlin,"HENNINGS, Paul Christoph, geb. 27.11.1841 Heide/Holstein, gest. 14.10.1908 Berlin; ev. – Botaniker.",118882171,,,
"HENSEN, Hans",18.6.1786,Bünge b. Dörpstedt,,4;1976,,"HENSEN, Hans, geb. 18.6.1786 Bünge b. Dörpstedt, Ksp. Hollingstedt, gest. 20.11.1846 Schleswig, begr. Schleswig-Friedrichsberg; ev. – Vorsteher d. kgl. Taubstummenanstalt Schleswig, Etatsrat, Professor.",116721480,,,
"HENSEN, Christian Andreas Victor",10.2.1835,Schleswig,5.4.1924,4;1976,Kiel,"HENSEN, Christian Andreas Victor, geb. 10.2.1835 Schleswig, gest. 5.4.1924 Kiel; ev. – o. Prof. d. Physiologie.",118549340,,,
"HENSEN, Walter August Max",15.8.1901,Kiel,3.9.1973,4;1976,Hamburg,"HENSEN, Walter August Max, geb. 15.8.1901 Kiel, gest. 3.9.1973 Hamburg; ev. – Ingenieurwissenschaftler, Hochschullehrer.",141605847,,,
HENSLER-FAMILIE,,,,4;1976,,"HENSLER-FAMILIE Die Vorfahren der Familie Hensler werden im Ravensburger „Burgerbuch“ von 1339 erstmals genannt. Ein Jacob Hensler fand um 1475 als Bürgermeister Erwähnung. Seit 1603 war der Urenkel Philipp Hensler (1574–1638) als Kaufmann in Hamburg ansässig. In der 5. Hensler- Generation übersiedelte dessen Sohn Philipp (1616–1693) nach Schleswig. Sein Enkel Friedrich übernahm 1738 das Amt des Klosterpredigers in Preetz; ein späterer Nachfahre, Adolf Christian, war 1816 in Plön und 1821 in Barkau als Pastor tätig. Von Friedrich Henslers 6 Kindern seien hier der älteste Sohn Philipp Gabriel, Professor der Medizin in Kiel, und der jüngste, der Schriftsteller Peter Wilhelm, genannt. Gleichzeitig mit Ph. G. H. lehrten an der Kieler Universität seine Söhne Christian Gotthilf, Professor der Theologie, und Hieronymus Friedrich Philipp, Privatdozent der Medizin.",,,,
"HENSLER, Adolf Christian",2.8.1779,Schleswig,11.10.1842,4;1976,Kiel,"HENSLER, Adolf Christian, geb. 2.8.1779 Schleswig, gest. 11.10.1842 Kiel; ev. – Pastor.",100607829,,,
"HENSLER, Christian Gotthilf",9.3.1760,Preetz,24.4.1812,4;1976,Halle/Saale,"HENSLER, Christian Gotthilf, geb. 9.3.1760 Preetz, gest. 24.4.1812 Halle/Saale; ev. – Theologe.",116721774,,,
"HENSLER, Friedrich",14.2.1704,,3.3.1742,4;1976,Preetz,"HENSLER, Friedrich, geb. 14.2.1704, gest. 3.3.1742 Preetz; ev. – Pastor.",,,,
"HENSLER, Hieronymus Friedrich Philipp",10.8.1766,Segeberg,21.6.1793,4;1976,,"HENSLER, Hieronymus Friedrich Philipp, geb. 10.8.1766 Segeberg, gest. 21.6.1793; ev. – Arzt, Privatdozent d. Medizin.",120592983,,,
"HENSLER, Peter Wilhelm",14.2.1742,Preetz,29.7.1779,4;1976,Hamburg,"HENSLER, Peter Wilhelm, geb. 14.2.1742 Preetz, gest. 29.7.1779 Hamburg; ev. – Jurist, Schriftsteller.",1034909371,,,
"HENSLER, Philipp Gabriel",11.12.1733,Oldenswort,31.12.1805,4;1976,Kiel,"HENSLER, Philipp Gabriel, geb. 11.12.1733 Oldenswort, gest. 31.12.1805 Kiel; ev. – Arzt, o. Prof. d. Medizin.",119271575,,,
"HERBST, Michael Johann",3.6.1699,Rendsburg,22.10.1762,5;1979,Kopenhagen,"HERBST, Michael Johann, geb. 3.6.1699 Rendsburg, gest. 22.10.1762 Kopenhagen, beigesetzt in d. Holmenskirche ebd., Grabstein im östl. Seitenschiff. – Schoutbynacht (Konteradmiral).",1161814043,,,
"HERRMANN, Johanna Amina Julie Clara",28.5.1853,Sondershausen,,11;2000,,"HERRMANN, Johanna Amina Julie Clara, geb. 28.5.1853 Sondershausen, gest. 28.2.1931 Lübeck; ev. – Pianistin, Konzertorganisatorin.",,,,
"HERRMANN, Friedrich Wilhelm",,,17.1.1819,11;2000,Lübeck,"HERRMANN, Friedrich Wilhelm, geb. 29. (nicht 28.) 6.1775 Mittweida, gest. 17.1.1819 Lübeck; ev. – Gymnasiallehrer, Schriftsteller.",116738561,,,
"HEYDE, Karl August Werner (Ps.: Fritz Sawade)",25.4.1902,Forst (Lausitz),,12;2006,,"HEYDE, Karl August Werner (Ps.: Fritz Sawade), geb. 25.4.1902 Forst (Lausitz), gest. 13.2.1964 Butzbach (Hessen); ev. – Psychiater, Neurologe.",118704419,,,
"HEYDORN, Heinrich Wilhelm Karl Eduard",4.9.1873,Neustadt (Holstein),,13;2011,,"HEYDORN, Heinrich Wilhelm Karl Eduard, geb. 4.9.1873 Neustadt (Holstein), gest. 27.12.1958 Hamburg; ev. – Offizier, Pastor, Lehrer.",116790121,,,
"HEYLING, Peter",1607,/1608 Lübeck,1652,9;1991,(?,"HEYLING, Peter, geb. 1607/1608 Lübeck, gest. 1652 (?) Suaqin (Sudan); ev. – Theologe, Missionar.",131843133,,,
"HILDEBRANDT, Hugo Christian Max",25.1.1866,Tating (Eiderstedt),,9;1991,,"HILDEBRANDT, Hugo Christian Max, geb. 25.1.1866 Tating (Eiderstedt), gest. 17.9.1946 Altenburg (Thüringen); ev. – Forstverwaltungsbeamter, Ornithologe.",117524611,,,
"HILLARD, Gustav, eigentlich Steinbömer, Gustav Georg",24.2.1881,Rotterdam,3.7.1972,11;2000,Lübeck,"HILLARD, Gustav, eigentlich Steinbömer, Gustav Georg, geb. 24.2.1881 Rotterdam, gest. 3.7.1972 Lübeck; ev. – Offizier, Schriftsteller.",118704893,,,
"HINCKELDEYN, Karl Adolph",5.2.1847,Lübeck,21.5.1927,9;1991,ebd.,"HINCKELDEYN, Karl Adolph, geb. 5.2.1847 Lübeck, gest. 21.5.1927 ebd.; ev. – Architekt.",117525065,,,
"HINRICHS, Erwin",20.8.1904,Schleswig,13.4.1962,9;1991,Rendsburg,"HINRICHS, Erwin, geb. 20.8.1904 Schleswig, gest. 13.4.1962 Rendsburg; ev. – Maler.",119444429,,,
"HIRSCHFELD, Christian Cay (Caius) Lorenz (Laurenz)",16.2.1742,Kirchnüchel b. Eutin,20.2.1792,5;1979,Kiel,"HIRSCHFELD, Christian Cay (Caius) Lorenz (Laurenz), geb. 16.2.1742 Kirchnüchel b. Eutin, Kr. Ostholstein, gest. 20.2.1792 Kiel; ev. – Schriftsteller, Theoretiker d. Gartenkunst, Pomologe, ordentl. Prof. d. Philosophie u. d. schöner Wissenschaften.",119066327,,,
"HIRSCHFELD, Wilhelm",31.1.1795,Altona,26.10.1874,5;1979,Stoffsee bei Groß-Nordsee,"HIRSCHFELD, Wilhelm, geb. 31.1.1795 Altona, gest. 26.10.1874 Stoffsee bei Groß-Nordsee, Kr. Rendsburg; ev. – Landwirt, Schriftsteller, Politiker.",1033734578,,,
"HIRSCHFELD-TIBURTIUS, Henriette Therese Friederike",14.2.1834,Westerland auf Sylt,25.8.1911,12;2006,Marienfelde b. Berlin,"HIRSCHFELD-TIBURTIUS, Henriette Therese Friederike, geb. Pagelsen, geb. 14.2.1834 Westerland auf Sylt, gest. 25.8.1911 Marienfelde b. Berlin, begr. Stralsund; ev. – Zahnärztin.",119534290,,,
"HOBURG, Christian (auch Schreibungen: Hohburg, Hochburg, Hoheburgk; Ps.: Elias Praetorius, Bernhard Baumann, Andreas Seuberlich, Christianus Montaltus)",23.7.1607,Lüneburg,29.10.1675,5;1979,Altona,"HOBURG, Christian (auch Schreibungen: Hohburg, Hochburg, Hoheburgk; Ps.: Elias Praetorius, Bernhard Baumann, Andreas Seuberlich, Christianus Montaltus), geb. 23.7.1607 Lüneburg, gest. 29.10.1675 Altona; ev.-luth., später Indifferentist. – Theologe u. Schriftsteller.",121145905,,,
"HÖBER, Rudolf Otto Anselm",27.12.1873,Stettin,5.9.1953,10;1994,Philadelphia,"HÖBER, Rudolf Otto Anselm, geb. 27.12.1873 Stettin, gest. 5.9.1953 Philadelphia; ev. – Physiologe.",116922788,,,
"HÖGER, Fritz",12.6.1877,Bekenreihe b. Elmshorn,21.6.1949,4;1976,Bad Segeberg,"HÖGER, Fritz, geb. 12.6.1877 Bekenreihe b. Elmshorn, gest. 21.6.1949 Bad Segeberg; ev. – Architekt.",118705474,,,
"HÖLBING, Adam Johann Ludwig",15.2.1855,Neustadt/Holstein,3.6.1929,5;1979,ebd.,"HÖLBING, Adam Johann Ludwig, geb. 15.2.1855 Neustadt/Holstein, gest. 3.6.1929 ebd.; ev. – Moritatenschildermaler.",1161836616,,,
"HÖPP, Johann Paul",25.7.1782,Flensburg,30.8.1847,1;1970,Kiel,"HÖPP, Johann Paul, geb. 25.7.1782 Flensburg, gest. 30.8.1847 Kiel; ev. – Staatsmann, Richter.",1028278756,,,
"HÖVELEN, Conrad (Kunraht) von, (Ps. Candorin)",22.1.1630,Altona,15.11.1689,4;1976,Brandholm,"HÖVELEN, Conrad (Kunraht) von, (Ps. Candorin), geb. 22.1.1630 Altona, gest. 15.11.1689 Brandholm, Amt Vejle (Dänemark); ev. – Schriftsteller.",121781402,,,
"HOEVERMANN, Otto Heinrich Gustav",11.11.1888,Bonn am Rhein,,2;1971,,"HOEVERMANN, Otto Heinrich Gustav, geb. 11.11.1888 Bonn am Rhein, gest. 13.12.1953 Rengsdorf, Westerwald; ev. – Dr. jur.; leitender Verwaltungsbeamter, Oberpräsident von Schleswig-Holstein.",122416422,,,
"HOLM, Johann Gottfried Adolph (Adolf)",8.8.1830,Lübeck,,13;2011,,"HOLM, Johann Gottfried Adolph (Adolf), geb. 8.8.1830 Lübeck, gest. 9.6.1900 Freiburg (Breisgau); ev. – Althistoriker.",116965053,,,
"HOFMANN, Melchior",,,,5;1979,,"HOFMANN, Melchior, geb. ca. 1500 Schwäbisch Hall, gest. vermutl. bald nach d. 19.11.1543 Straßburg; ev. – Kürschner, Laienprediger.",118552716,,,
"HOFMEIER, Andreas Ludwig Julius",17.10.1872,Lübeck,23.7.1963,1;1970,Eutin,"HOFMEIER, Andreas Ludwig Julius, geb. 17.10.1872 Lübeck, gest. 23.7.1963 Eutin; ev. – Organist, Pianist, Musikpädagoge, Komponist.",,,,
"HOLCK, Friedrich Wilhelm Conrad Graf",28.9.1745,auf Orebygaard (Lolland),,6;1982,,"HOLCK, Friedrich Wilhelm Conrad Graf, geb. 28.9.1745 auf Orebygaard (Lolland), gest. 7. 12. 1800 Kiel; ev. – Hofmarschall, Amtmann.",116960043,,,
"HOLLE, Eberhard von",,,5.7.1586,4;1976,Lüneburg,"HOLLE, Eberhard von, geb. wohl 1531 (nicht 1522, wie in NDB 4), gest. 5.7.1586 Lüneburg. – Bischof von Lübeck.",118687417,,,
"HOLLER, Johann",28.11.1745,Hodorf b. Itzehoe,31.10.1803,6;1982,Rendsburg,"HOLLER, Johann, geb. 28.11.1745 Hodorf b. Itzehoe, gest. 31.10.1803 Rendsburg; ev. – Zimmermeister, Bauunternehmer, Holzhändler.",,,,
"HOLLER, Markus Hartwig",22.9.1796,Rendsburg,1.7.1858,6;1982,Büdelsdorf b. Rendsburg,"HOLLER, Markus Hartwig, geb. 22.9.1796 Rendsburg, gest. 1.7.1858 Büdelsdorf b. Rendsburg; ev. – Fabrikant.",1152135554,,,
"HOLLESEN, Thomas Johann Gottfried",1.7.1837,Bönebüttel b. Neumünster,,2;1971,,"HOLLESEN, Thomas Johann Gottfried, geb. 1.7.1837 Bönebüttel b. Neumünster, gest. 28.4.1898 Rendsburg; ev. – Kaufmann, Senator, Mitgründer d. Chemischen Düngerfabrik Rendsburg.",,,,
"HOLSTEIN, Ulrich Adolph Graf von",4.2.1731,Flensburg,1.11.1789,7;1985,Altona,"HOLSTEIN, Ulrich Adolph Graf von, geb. 4.2.1731 Flensburg, gest. 1.11.1789 Altona; ev. – Offizier, Oberpräsident von Kopenhagen.",,,,
"HOLSTEN, Adolph Hans von",16.7.1630,Lübeck,2.1.1694,6;1982,Langesø (Fünen),"HOLSTEN, Adolph Hans von, geb. 16.7.1630 Lübeck, gest. 2.1.1694 Langesø (Fünen); ev. – Gutsbesitzer, Kgl. dänischer Justizrat.",120437473,,,
"HOLSTEN, Hieronymus Christian von",1639,Hohenwestedt,2.7.1692,6;1982,in Jütland,"HOLSTEN, Hieronymus Christian von, geb. 1639 Hohenwestedt, Kr. Rendsburg-Eckernförde, gest. 2.7.1692 in Jütland; ev. – Offizier.",118706624,,,
"HOLTHAUSEN, Ferdinand August Karl Wennemar",9.9.1860,Soest,,11;2000,,"HOLTHAUSEN, Ferdinand August Karl Wennemar, geb. 9.9.1860 Soest, gest. 19.9.1956 Wiesbaden; kath., spätestens 1910 konfessionslos. Altgermanist, Anglist.",116969520,,,
"HOLWEIN, Johann",,,1681,13;2011,Schleswig,"HOLWEIN, Johann, geb. um 1615 Wolfenbüttel, gest. 1681 Schleswig; ev. – Buchdrucker.",139925805,,,
"HOPP, Gustav Karl Hans (Hanns)",9.2.1890,Lübeck,21.2.1971,12;2006,Berlin,"HOPP, Gustav Karl Hans (Hanns), geb. 9.2.1890 Lübeck, gest. 21.2.1971 Berlin; ev, seit d. 20er Jahren ohne Konfession. – Architekt.",121831450,,,
"HORN, Hildebrand von",26.8.1655,Kiel,8.10.1686,13;2011,auf einem Schiff im Mittelmeer,"HORN, Hildebrand von, geb. 26.8.1655 Kiel, gest. 8.10.1686 auf einem Schiff im Mittelmeer, begr. auf d. Insel Kythera; ev. – Diplomat.",123326443,,,
"HORSTMANN, Jacob",,,,13;2011,,"HORSTMANN, Jacob, geb. um 1440, gest. um 1500. – Domherr.",,,,
"HOVE, Willem van den",,,,10;1994,,"HOVE, Willem van den, get. 10.8.1568 Amsterdam, begr. 7.12.1647 Alkmaar; Mennonit. – Kaufmann.",,,,
HOWALDT-FAMILIE,,,,12;2006,,"HOWALDT-FAMILIE. Die Familie ist seit dem ausgehenden 16. Jh. im mitteldeutschen Raum nachweisbar. Das älteste bekannte Mitglied ist ein Kürschner Jacob H., von dem bekannt ist, daß er um 1580 in Lobejün bei Halle an der Saale ansässig wurde. In den folgenden Generationen übten Mitglieder der Familie vor allem das Gerber- und das Schneiderhandwerk aus, u. a. in Leipzig, Breslau und Braunschweig.",,,,
"HOWALDT, August Ferdinand",23.10.1809,Braunschweig,4.8.1883,12;2006,Kiel,"HOWALDT, August Ferdinand, geb. 23.10.1809 Braunschweig, gest. 4.8.1883 Kiel; ev. – Mechaniker, Fabrikant.",132643448,,,
"HOWALDT, Bernhard",11.9.1850,Kiel,7.3.1908,12;2006,Kiel,"HOWALDT, Bernhard, geb. 11.9.1850 Kiel, gest. 7.3.1908 Kiel, ev. – Ingenieur, Fabrikant.",132608030,,,
"HOWALDT, Georg Ferdinand",24.3.1841,Kiel,10.5.1909,12;2006,Wildbad (Württemberg),"HOWALDT, Georg Ferdinand, geb. 24.3.1841 Kiel, gest. 10.5.1909 Wildbad (Württemberg), ev. – Ingenieur, Werftgründer u. -unternehmer.",117535443,,,
"HOWALDT, August Jacob Georg",23.7.1870,Gaarden b. Kiel,10.5.1937,12;2006,Hamburg,"HOWALDT, August Jacob Georg, geb. 23.7.1870 Gaarden b. Kiel, gest. 10.5.1937 Hamburg, ev. – Ingenieur, Werftdirektor.",132643626,,,
